model,score_test,score_val,pred_time_test,pred_time_val,fit_time_marginal,fit_order,Target
PatchTST,-0.751078888754509,-0.8846737991263975,0.1893165111541748,0.1056904792785644,64.4991807937622,10,SC63
TemporalFusionTransformer,-0.7793334863501137,-0.9770305535936415,0.1789889335632324,0.0645427703857421,86.50308275222778,8,SC63
AutoARIMA,-0.8388006466928039,-1.2121060088209754,35.519020080566406,31.411475658416748,33.15247416496277,6,SC63
DirectTabular,-0.8676398691066873,-1.0312198467318754,0.0746510028839111,0.0788698196411132,1.181347131729126,3,SC63
RecursiveTabular,-0.9827608780660272,-1.0518645563958429,0.0772888660430908,0.0844728946685791,1.830963373184204,2,SC63
DynamicOptimizedTheta,-0.4665539657436379,-1.7391235670296517,0.1367042064666748,0.1309664249420166,0.5910820960998535,4,SC64
WeightedEnsemble,-0.4709011485780985,-0.4842458238454323,25.08812141418457,20.485929012298584,0.9188122749328612,11,SC64
PatchTST,-0.4756879380913346,-0.5258036990795627,0.1086213588714599,0.0749807357788086,103.42483401298524,10,SC64
Naive,-0.5150711425043666,-0.6299413369624915,0.0949814319610595,0.0914990901947021,0.1654257774353027,1,SC64
RecursiveTabular,-0.6437528046000782,-0.6464627470623022,0.0449352264404296,0.0430922508239746,0.9552879333496094,2,SC64
AutoETS,-0.8118175923482425,-2.9651226951003973,0.2029697895050048,0.2070152759552002,0.2933773994445801,5,SC64
Chronos[autogluon__chronos-bolt-small],-1.2270362555314216,-1.354381608098903,1.8651623725891116,0.0360167026519775,1.8952150344848635,7,SC64
AutoARIMA,-1.747229484214188,-3.045674820889939,22.765671491622925,20.05866765975952,28.62928533554077,6,SC64
DeepAR,-2.7131121256470943,-1.4022035526494463,0.0658786296844482,0.050706148147583,54.26648712158203,9,SC64
DirectTabular,-3.5617686574308403,-3.545697694057923,0.0676817893981933,0.0642461776733398,1.0282409191131592,3,SC64
TemporalFusionTransformer,-5.801423112436023,-3.515942146271314,0.1589114665985107,0.062105655670166,126.23453974723816,8,SC64
DirectTabular,-0.4661818114369948,-1.150244329059941,0.095261812210083,0.0664834976196289,1.0536370277404783,3,SC71
DynamicOptimizedTheta,-0.5000879041323996,-0.6233473536887779,0.1399564743041992,0.1571648120880127,0.2003765106201172,4,SC71
AutoETS,-0.5169027210543539,-0.5325475730206886,0.2023420333862304,0.1986711025238037,0.2597787380218506,5,SC71
Naive,-0.5284297758672435,-0.5636400015071623,0.1507778167724609,0.0881245136260986,0.1453421115875244,1,SC71
Chronos[autogluon__chronos-bolt-small],-0.6171910855819356,-0.5265873520651534,2.36405873298645,0.0350441932678222,1.8891351222991943,7,SC71
WeightedEnsemble,-0.7442148387227498,-0.4343329010538853,2.9907219409942627,0.5314617156982422,0.9306313991546632,11,SC71
AutoARIMA,-0.7708574990692131,-0.9094589126883844,37.759541034698486,33.16562604904175,35.980318784713745,6,SC71
DeepAR,-0.8883155968313713,-0.4580042740332108,0.1357462406158447,0.0502212047576904,64.55025029182434,9,SC71
PatchTST,-0.9078210161769582,-0.483169582002644,0.141228437423706,0.090360403060913,156.70552229881287,10,SC71
RecursiveTabular,-0.9885508107633966,-0.7519655806447878,0.0468056201934814,0.0477015972137451,0.9664642810821532,2,SC71
TemporalFusionTransformer,-1.482436920701395,-0.6227946174651339,0.2647180557250976,0.0743045806884765,118.91115736961363,8,SC71
DeepAR,-1.126474844901873,-1.2782400027017862,0.0647659301757812,0.0513167381286621,165.80514216423035,9,SC72
Naive,-1.2672667721864022,-1.3134769369598285,0.0895524024963378,0.0863981246948242,0.1506102085113525,1,SC72
PatchTST,-1.271223995704328,-1.1111061314807746,0.1076195240020752,0.1133420467376709,68.39123940467834,10,SC72
WeightedEnsemble,-1.2860608751021343,-1.0674243551827336,0.659569501876831,0.7155563831329346,1.328325271606445,11,SC72
AutoARIMA,-1.3016357317677296,-1.316426620787463,28.801154136657715,30.77259659767151,33.89888095855713,6,SC72
DynamicOptimizedTheta,-1.3132072315237062,-1.2634714444205415,0.1696665287017822,0.2475357055664062,0.2794804573059082,4,SC72
AutoETS,-1.417480159474049,-1.234848351972555,0.2002706527709961,0.2006514072418213,0.3621859550476074,5,SC72
Chronos[autogluon__chronos-bolt-small],-1.4204622561283289,-1.3663401831128226,1.797149658203125,0.0355899333953857,1.909529447555542,7,SC72
TemporalFusionTransformer,-1.4715710958534345,-1.2233850572079723,0.1523840427398681,0.089923620223999,69.61112713813782,8,SC72
RecursiveTabular,-1.5742486836649765,-1.6182813376780845,0.0531716346740722,0.0445528030395507,1.0292837619781494,2,SC72
DirectTabular,-1.5940941397143653,-1.3194485491511796,0.0880146026611328,0.0676290988922119,1.4209880828857422,3,SC72
Chronos[autogluon__chronos-bolt-small],-0.6022174101172519,-1.008880730590738,2.372605562210083,0.0348007678985595,1.8116931915283203,7,SC73
WeightedEnsemble,-0.628121572849053,-0.937853399566644,2.4472250938415527,0.0997726917266845,0.8942866325378418,11,SC73
Naive,-0.6288826705605942,-1.217307353883586,0.1222138404846191,0.0847835540771484,0.1453759670257568,1,SC73
AutoETS,-0.6774982747438174,-1.1968192487916984,0.2836437225341797,0.1951720714569091,0.2546520233154297,5,SC73
DynamicOptimizedTheta,-0.692680687585581,-1.3174237723399989,0.4984211921691894,0.2363884449005127,0.2026760578155517,4,SC73
PatchTST,-0.7252130946111207,-1.1207105899920815,0.2583880424499511,0.1362054347991943,37.401888847351074,10,SC73
DirectTabular,-0.8299824087049972,-1.053960847031488,0.0723938941955566,0.064971923828125,1.027205467224121,3,SC73
AutoARIMA,-0.8910772879897476,-1.3028074132307452,25.740248441696167,22.78486514091492,27.610828638076782,6,SC73
DeepAR,-0.9130449803563344,-1.750766567225838,0.0762560367584228,0.0522103309631347,101.9272027015686,9,SC73
RecursiveTabular,-0.91593562127635,-1.2261597588758,0.0907425880432128,0.0441577434539794,1.206648588180542,2,SC73
TemporalFusionTransformer,-1.1854247651874257,-1.5235076547109458,0.174142837524414,0.0716969966888427,72.18430495262146,8,SC73
AutoETS,-1.084853243640436,-1.0993529296308977,0.199753999710083,0.2846002578735351,0.3025131225585937,5,SC81
Chronos[autogluon__chronos-bolt-small],-1.0929191809178729,-1.2105314216224128,1.848578691482544,0.0277442932128906,2.1291732788085938,7,SC81
Naive,-1.0994933052274216,-1.121141484606122,0.0845534801483154,0.084756851196289,0.1492178440093994,1,SC81
DynamicOptimizedTheta,-1.1320866929151394,-1.1962761249583989,0.1269094944000244,0.1202890872955322,0.1922211647033691,4,SC81
AutoARIMA,-1.2206678956781585,-1.343497397475893,27.809441089630127,30.9748649597168,33.08894371986389,6,SC81
WeightedEnsemble,-1.32573814552028,-0.9659649016839258,0.5750439167022705,0.552269458770752,0.893867015838623,11,SC81
RecursiveTabular,-1.3986736272760212,-1.610093466396769,0.0478773117065429,0.0413384437561035,0.9182255268096924,2,SC81
DirectTabular,-1.4707333465861236,-0.9976449910445708,0.0777006149291992,0.0716204643249511,1.1004269123077393,3,SC81
PatchTST,-2.207915729684699,-1.0783219308148695,0.1672160625457763,0.0757596492767334,99.91617465019226,10,SC81
DeepAR,-2.4508895035068226,-1.2122672417247031,0.0677075386047363,0.0530996322631835,67.26431083679199,9,SC81
TemporalFusionTransformer,-3.269064390809557,-1.4764193724857266,0.2269043922424316,0.0678973197937011,84.5268189907074,8,SC81
Naive,-0.7911636637117645,-0.9479499266099104,0.0951507091522216,0.0868244171142578,0.1494472026824951,1,SC82
WeightedEnsemble,-0.8465702270303661,-0.7261173607911597,30.524266004562374,33.19568586349487,1.295224905014038,11,SC82
DirectTabular,-0.8736400533134485,-0.8093020760452485,0.1179332733154296,0.0676169395446777,1.047640085220337,3,SC82
DynamicOptimizedTheta,-0.9159512208944336,-0.9797216356125188,0.2260756492614746,0.1743919849395752,0.3221592903137207,4,SC82
PatchTST,-0.9247482697188242,-0.7550668736369339,0.1647439002990722,0.1420505046844482,103.09611892700195,10,SC82
Chronos[autogluon__chronos-bolt-small],-0.9552718267263588,-0.9736047669276796,1.8220579624176023,0.0352463722229003,1.8979852199554443,7,SC82
AutoETS,-0.9615325398367583,-0.937083619764455,0.2165026664733886,0.205090045928955,0.323211669921875,5,SC82
RecursiveTabular,-0.997841610152788,-1.1975122172107708,0.0823688507080078,0.041736364364624,0.9311738014221193,2,SC82
AutoARIMA,-1.1796302648659258,-1.187928340856209,29.91601514816284,32.724802017211914,35.07329750061035,6,SC82
TemporalFusionTransformer,-1.5886714779707458,-0.9237181826850772,0.1888437271118164,0.0646324157714843,85.22637248039246,8,SC82
DeepAR,-2.0201181521410603,-1.3017607587636062,0.0828111171722412,0.058830976486206,76.30004596710205,9,SC82
AutoETS,-0.1816190242808713,-0.4934921819219163,0.1832892894744873,0.2401685714721679,0.4621491432189941,5,SC83
Naive,-0.1831850378337624,-0.1773040439698914,0.072265625,0.0851390361785888,0.1520016193389892,1,SC83
Chronos[autogluon__chronos-bolt-small],-0.2384603106466486,-0.2399398817531537,1.786160230636597,0.0449211597442626,1.892850637435913,7,SC83
WeightedEnsemble,-0.2870061052991957,-0.1485421526499035,0.2621133327484131,0.2381873130798339,0.4902160167694092,11,SC83
RecursiveTabular,-0.3316768350860833,-0.2885693815936023,0.0398046970367431,0.0413916110992431,0.9444329738616944,2,SC83
DynamicOptimizedTheta,-0.3887964057297971,-0.902542811773278,0.1267290115356445,0.1705129146575927,0.2244031429290771,4,SC83
DeepAR,-0.4137948246199618,-0.1947151083045763,0.0558280944824218,0.072718858718872,79.75600409507751,9,SC83
TemporalFusionTransformer,-0.6185482567329237,-0.2891555311533869,0.090440034866333,0.0624597072601318,97.25116491317748,8,SC83
PatchTST,-0.6648751014338737,-0.164287757091995,0.0909481048583984,0.0389378070831298,79.86461758613586,10,SC83
AutoARIMA,-1.0634525588490555,-1.5924894206117506,11.70881724357605,21.955082178115845,33.02000689506531,6,SC83
DirectTabular,-1.213953528556973,-1.4621020292852998,0.0744285583496093,0.0650477409362793,1.095841407775879,3,SC83
